RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
4841,15691647,McGregor,411,France,Female,35,2,0.0,2,1,1,93825.78,0,0,3,PLATINUM,639
1119,15759381,Johnson,617,Spain,Male,61,7,91070.43,1,1,1,101839.77,0,0,2,DIAMOND,647
5363,15779985,Lo,750,Germany,Female,37,1,133199.71,2,1,1,27366.77,0,0,4,PLATINUM,959
5069,15717879,Chen,712,Spain,Female,79,5,108078.56,1,1,1,174118.93,0,0,2,GOLD,583
7781,15677387,Folliero,749,Germany,Female,33,10,76692.22,1,0,1,30396.43,0,0,3,SILVER,567
948,15741336,Ejimofor,715,France,Female,38,5,118590.41,1,1,1,5684.17,1,1,4,GOLD,788
2363,15791053,Lucciano,709,Germany,Male,45,4,122917.71,1,1,1,11.58,1,1,5,GOLD,254
6227,15792305,Mountgarrett,762,Germany,Male,46,6,123571.77,3,0,1,57014.17,1,1,5,DIAMOND,655
6644,15762123,Davide,717,Spain,Female,34,1,0.0,2,1,0,119313.74,0,0,4,DIAMOND,533
6905,15627185,Terry,744,Germany,Male,29,6,123737.04,2,1,0,141558.04,0,0,3,DIAMOND,916
3869,15585490,Nkemdilim,746,France,Female,34,4,0.0,1,0,1,65166.6,0,0,1,SILVER,416
6834,15686964,Spence,675,France,Female,34,10,84944.58,1,0,0,146230.63,0,0,1,PLATINUM,248
7531,15711299,Wilson,711,Germany,Female,52,8,145262.54,1,0,1,131473.31,0,0,1,SILVER,282
4769,15698528,Napolitani,599,Spain,Female,31,3,0.0,1,1,1,130086.47,1,1,4,GOLD,936
9285,15705544,Ma,633,France,Male,61,3,157201.48,1,0,1,50368.63,0,0,1,PLATINUM,343
9822,15629793,Banks,652,Spain,Male,28,8,156823.7,2,1,0,198251.52,0,0,5,PLATINUM,749
8101,15631217,Young,663,France,Male,40,6,156218.19,1,0,1,33607.72,0,0,5,SILVER,375
2386,15728352,Yermakov,623,France,Male,27,4,120509.81,1,0,0,142170.44,0,0,2,GOLD,408
8262,15570855,Leonard,670,France,Male,38,7,0.0,2,1,1,77864.41,0,0,1,GOLD,794
8637,15582892,Scott,601,France,Male,46,2,99786.07,1,1,1,32683.88,1,1,1,SILVER,284
95,15676966,Capon,730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,0,4,DIAMOND,722
5432,15582951,Crawford,696,France,Female,25,8,126442.59,1,1,0,121904.44,0,0,4,SILVER,267
3465,15689031,Murphy,697,Spain,Female,37,7,168066.87,1,1,0,35450.53,0,0,2,GOLD,231
4152,15569098,Winifred,627,France,Male,44,6,153548.12,1,0,0,35300.08,1,1,2,DIAMOND,740
3360,15747878,Aiken,739,Spain,Male,60,4,0.0,1,1,1,51637.67,0,0,1,DIAMOND,457
1991,15775803,Cawker,841,Spain,Male,41,1,0.0,2,0,1,193093.77,0,0,5,SILVER,842
3334,15599078,Yang,619,Germany,Female,41,5,92467.58,1,1,0,38270.47,0,0,3,GOLD,569
6163,15627385,Uwaezuoke,748,France,Male,34,5,84009.47,1,1,1,137001.1,0,0,4,SILVER,440
9307,15643330,Chukwuemeka,594,France,Male,37,2,0.0,2,0,1,95864.5,0,0,4,DIAMOND,303
8393,15641158,Belcher,739,Germany,Male,32,3,102128.27,1,1,0,63981.37,1,1,2,DIAMOND,979
6677,15594556,Chuter,619,Spain,Male,52,8,0.0,2,1,1,123242.11,0,0,1,PLATINUM,239
4143,15609623,McConnell,637,France,Female,63,5,0.0,1,1,0,28092.77,1,1,1,PLATINUM,252
9246,15681316,Tai,681,France,Female,41,0,120549.29,2,1,0,175722.31,0,0,5,SILVER,257
3335,15702300,Walker,671,France,Male,27,5,0.0,2,0,0,120893.07,0,0,4,GOLD,962
1403,15613282,Vorobyova,757,France,Male,29,8,130306.49,1,1,0,77469.38,0,0,1,GOLD,889
9759,15701160,Azubuike,556,Germany,Female,43,4,125890.72,1,1,1,74854.97,0,0,3,PLATINUM,285
9819,15619699,Yeh,558,France,Male,31,7,0.0,1,1,0,198269.08,0,0,5,PLATINUM,239
6795,15694098,Jackson,575,France,Female,54,9,68332.96,1,1,1,144390.75,0,0,5,DIAMOND,435
8222,15774358,Robertson,443,Germany,Male,59,4,110939.3,1,1,0,72846.58,1,1,5,PLATINUM,304
4084,15672640,Kambinachi,850,Spain,Female,45,4,114347.85,2,1,1,109089.04,0,0,4,SILVER,744
2856,15693203,Powell,710,Spain,Female,75,5,0.0,2,1,1,9376.89,0,0,1,GOLD,857
5583,15596972,Brownlow,534,France,Male,38,3,0.0,1,0,0,143938.27,0,0,5,PLATINUM,796
504,15730059,Udobata,638,Spain,Male,44,9,77637.35,2,1,1,111346.22,0,0,4,SILVER,343
2396,15672374,Pai,672,France,Male,52,8,170008.84,1,0,0,56407.42,1,1,4,SILVER,555
6266,15624471,Chikwado,850,France,Male,37,6,0.0,2,1,0,109291.22,0,0,1,DIAMOND,740
3141,15780572,Mansom,653,Spain,Male,30,4,0.0,2,1,0,120736.04,0,0,5,DIAMOND,739
6589,15693817,Ferrari,539,Spain,Male,28,5,0.0,2,1,0,48382.4,0,0,1,DIAMOND,830
6442,15711251,Chizuoke,514,France,Male,45,1,178827.79,1,1,0,60375.18,0,0,5,DIAMOND,493
7881,15612418,Virgo,744,France,Female,38,9,0.0,2,0,0,20940.76,0,0,5,PLATINUM,629
3906,15680436,Hsing,496,France,Female,29,4,0.0,2,1,0,164806.89,0,0,3,DIAMOND,720
7321,15778142,Shih,850,Germany,Female,31,1,130089.56,2,1,1,4466.21,0,0,3,GOLD,729
3309,15733014,Nolan,813,France,Female,62,10,64667.95,2,0,1,140454.14,0,0,4,SILVER,691
3802,15653997,Haynes,699,Spain,Male,31,6,114493.68,1,0,0,138396.32,0,0,4,DIAMOND,351
1031,15681174,Zuev,730,France,Male,39,1,116537.6,1,0,0,145679.6,0,0,1,GOLD,453
9725,15804295,Pinto,485,France,Male,41,2,100254.76,2,1,1,12706.67,0,0,5,PLATINUM,849
5150,15689201,Dobie,721,France,Female,49,1,120108.56,1,0,1,183421.76,0,0,4,SILVER,970
4088,15659962,McIntosh,637,France,Male,60,3,0.0,2,1,1,70174.03,0,0,3,PLATINUM,230
6213,15638231,Chung,730,Spain,Female,62,2,0.0,2,1,1,162889.1,0,0,3,GOLD,540
4880,15777045,Price,783,Spain,Female,44,3,81811.71,1,1,0,164213.53,1,1,5,DIAMOND,611
7114,15783859,Boni,733,France,Female,24,3,161884.99,1,1,1,9617.24,0,0,4,DIAMOND,603
9047,15648178,Lettiere,630,Germany,Female,23,4,137964.51,1,0,1,174570.55,0,0,1,DIAMOND,978
5595,15658432,Freeman,688,France,Male,40,6,0.0,1,1,1,47886.44,0,0,1,GOLD,618
9768,15610419,Chukwueloka,554,France,Male,33,3,117413.95,1,1,1,12766.74,0,0,5,PLATINUM,574
7394,15757434,Yang,599,France,Male,28,7,119706.22,1,0,0,31190.42,0,0,1,PLATINUM,268
4981,15740406,Padovesi,628,Germany,Male,38,10,113525.84,1,1,0,46044.48,1,1,5,PLATINUM,491
8832,15645593,Trevisani,599,France,Female,41,2,91328.71,1,1,0,115724.78,0,0,1,GOLD,381
9215,15812893,Costa,629,France,Female,39,10,0.0,2,1,1,43174.49,1,1,3,DIAMOND,733
4189,15786153,McKenzie,644,Germany,Male,47,9,137774.11,2,1,0,151902.78,0,0,5,SILVER,499
1527,15781210,Reid,711,France,Male,34,8,0.0,2,0,0,48260.19,0,0,4,PLATINUM,766
7089,15600975,Chiemenam,556,France,Female,54,4,150005.38,1,1,0,157015.5,1,1,1,PLATINUM,785
9004,15792720,Martinez,676,France,Male,33,6,171490.78,1,0,0,79099.64,0,0,3,GOLD,248
8826,15797081,Ajuluchukwu,611,Germany,Female,49,9,115488.52,2,1,1,138656.81,1,1,4,SILVER,991
5298,15683416,Russo,572,Germany,Male,51,8,97750.07,3,1,1,193014.26,1,1,2,PLATINUM,740
7736,15774936,Liang,543,Germany,Male,41,6,143350.41,1,1,1,192070.16,1,1,4,DIAMOND,592
8326,15682489,Crumbley,605,France,Male,27,9,0.0,2,1,0,198091.81,0,0,3,PLATINUM,580
491,15714689,Houghton,591,Spain,Male,29,1,97541.24,1,1,1,196356.17,0,0,2,PLATINUM,850
621,15682585,Guerra,593,France,Male,35,9,114193.24,1,1,0,71154.1,0,0,5,DIAMOND,660
6125,15643359,Carter,736,Spain,Male,32,7,0.0,1,0,1,79082.62,0,0,2,DIAMOND,925
767,15810864,Williamson,700,France,Female,82,2,0.0,2,0,1,182055.36,0,0,2,GOLD,603
946,15709295,Wall,697,Spain,Female,25,5,82931.85,2,1,1,128373.88,0,0,1,PLATINUM,282
7862,15589948,Disher,607,Spain,Male,28,1,135936.1,2,1,1,110560.14,0,0,2,SILVER,571
2189,15799211,Anenechi,708,Spain,Female,32,8,187487.63,1,1,1,120115.5,0,0,3,GOLD,681
3453,15722965,Yefimova,757,France,Male,57,3,89079.41,1,1,1,53179.21,1,1,4,DIAMOND,789
4982,15768137,Bray,667,Spain,Female,23,6,136100.69,2,0,0,169669.33,1,1,1,DIAMOND,606
556,15775318,Lu,590,Spain,Female,51,3,154962.99,3,0,1,191932.27,1,1,1,SILVER,759
2492,15764174,Bidencope,612,Spain,Female,26,4,0.0,2,1,1,179780.74,0,0,2,GOLD,516
2311,15569222,Mendes,781,France,Male,32,6,147107.91,1,1,1,40066.95,0,0,1,PLATINUM,740
6152,15761525,Shaw,727,Spain,Female,31,10,96997.09,2,0,0,76614.04,0,0,2,DIAMOND,550
3737,15607748,Bennett,498,Germany,Male,37,8,108432.88,2,1,1,14865.05,0,0,3,DIAMOND,457
7106,15597536,Nkemjika,576,Spain,Male,45,5,133618.01,1,0,0,135244.87,0,0,3,SILVER,291
3622,15637993,Pokrovsky,711,France,Male,36,9,137688.71,1,1,1,46884.1,0,0,5,SILVER,458
1218,15696900,Burns,505,Germany,Male,29,3,145541.56,2,1,1,58019.95,0,0,1,SILVER,701
5894,15641004,Doyne,605,Spain,Female,48,10,150315.92,1,0,1,133486.36,0,0,4,GOLD,653
8548,15607690,Hsing,689,Germany,Male,47,2,118812.5,2,0,0,31121.42,0,0,3,PLATINUM,810
8005,15645815,Mills,615,France,Male,45,5,0.0,2,1,1,164886.64,0,0,4,DIAMOND,537
8738,15780498,Maynard,634,France,Male,34,3,145030.92,1,1,1,41820.65,0,0,5,DIAMOND,529
6598,15637774,Fraser,558,France,Male,32,5,73494.21,1,0,0,136301.1,0,0,3,DIAMOND,655
43,15687946,Osborne,556,France,Female,61,2,117419.35,1,1,1,94153.83,0,0,3,PLATINUM,789
6222,15603554,Berkeley,513,France,Female,45,0,164649.52,3,1,0,49915.52,1,1,4,GOLD,590
8623,15747772,Cunningham,706,Germany,Male,36,9,58571.18,2,1,0,40774.01,0,0,4,PLATINUM,329
3130,15694453,Walker,631,Germany,Male,37,9,131519.49,2,1,1,51752.18,0,0,1,SILVER,404
1386,15672756,Mills,716,France,Female,35,8,112808.18,1,0,1,17848.3,0,0,1,SILVER,565
9203,15735782,MacDonald,528,France,Male,31,9,120962.59,1,1,0,5419.31,0,0,5,PLATINUM,511
5060,15579915,Glennon,707,France,Male,29,4,0.0,2,1,0,139953.94,0,0,4,GOLD,565
7324,15750476,Hendrick,742,Spain,Male,24,8,0.0,2,1,0,4070.28,0,0,4,DIAMOND,255
386,15720910,Black,560,France,Female,66,9,0.0,1,1,1,15928.49,0,0,3,DIAMOND,906
1015,15585961,Talbot,496,Spain,Female,43,3,0.0,2,0,1,199505.53,0,0,1,SILVER,494
38,15729599,Lorenzo,804,Spain,Male,33,7,76548.6,1,0,1,98453.45,0,0,2,GOLD,994
4797,15765457,Fowler,719,Spain,Male,35,1,100829.94,1,1,1,165008.97,0,0,3,GOLD,657
1198,15813444,McIntosh,590,Spain,Female,34,6,0.0,2,1,0,171021.44,0,0,4,PLATINUM,360
7908,15688157,Padovano,683,Germany,Female,39,2,47685.47,2,1,1,86019.48,0,0,4,SILVER,649
7446,15630592,Sanders,516,France,Female,45,4,0.0,1,1,0,95273.73,1,1,5,SILVER,255
4394,15570051,Gill,775,Germany,Female,38,6,179886.41,2,0,0,153122.58,0,0,3,PLATINUM,724
4456,15782531,Chou,684,Spain,Female,31,8,0.0,2,1,0,188637.05,0,0,4,SILVER,515
3767,15724890,Cross,584,Spain,Male,36,4,82696.09,2,0,0,83058.14,0,0,5,PLATINUM,925
2751,15767474,Lorenzo,481,France,Female,57,9,0.0,3,1,1,169719.35,1,1,3,SILVER,259
1732,15721730,Amechi,601,Spain,Female,44,4,0.0,2,1,0,58561.31,0,0,1,GOLD,281
1864,15641183,Chin,731,Spain,Male,25,8,96950.21,1,1,0,97877.92,0,0,5,PLATINUM,448
580,15658032,Hopkins,701,France,Male,39,2,0.0,2,1,1,82526.92,0,0,4,DIAMOND,812
7953,15622305,Martin,746,Germany,Female,33,2,107868.14,2,1,1,146192.4,0,0,1,GOLD,459
1444,15598751,Ingram,556,France,Female,43,6,0.0,3,0,0,125154.57,1,1,4,GOLD,877
8089,15815656,Hopkins,541,Germany,Female,39,9,100116.67,1,1,1,199808.1,1,1,2,GOLD,635
3797,15578096,Nnachetam,537,France,Male,26,7,106397.75,1,0,0,103563.23,0,0,3,DIAMOND,445
2268,15666823,Nebechi,425,France,Male,39,4,0.0,2,1,0,197226.32,0,0,2,SILVER,261
3317,15758116,Rossi,666,France,Male,53,5,64646.7,1,1,0,128019.48,1,1,3,GOLD,580
1696,15704250,Akabueze,506,France,Male,34,7,0.0,2,0,0,115842.1,0,0,1,DIAMOND,929
5824,15573628,Greene,751,Germany,Female,51,7,148074.79,1,1,0,146411.41,1,1,5,SILVER,518
9780,15712568,Angelo,515,Spain,Male,40,10,121355.99,1,1,0,138360.29,0,0,5,GOLD,870
3437,15735632,Williamson,571,France,Male,41,8,0.0,1,1,1,63736.17,0,0,4,SILVER,681
4826,15726153,Fanucci,622,France,Male,31,5,106260.67,1,1,1,2578.43,0,0,4,SILVER,660
4631,15684958,Amadi,489,Germany,Male,38,2,126444.08,2,1,1,82662.73,0,0,4,SILVER,526
341,15745844,Kerr,642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1,1,4,GOLD,269
2715,15710928,McChesney,665,France,Female,55,8,136354.16,1,1,1,93769.89,0,0,4,GOLD,940
7424,15692430,Milano,699,Germany,Male,36,2,123601.56,2,1,0,103557.85,0,0,3,GOLD,500
7241,15591552,Okonkwo,600,France,Female,32,7,98877.95,1,1,0,132973.21,0,0,4,DIAMOND,668
7721,15700693,Tu,693,France,Male,68,2,0.0,2,1,1,59864.96,0,0,3,PLATINUM,290
8813,15773146,Rubeo,652,France,Male,26,3,137998.2,2,0,1,168989.77,0,0,1,PLATINUM,443
3551,15648455,Kung,647,Germany,Male,51,4,131156.76,1,1,0,29883.63,0,0,3,GOLD,531
9120,15576065,Sims,731,Spain,Female,40,5,171325.98,1,1,1,159718.27,1,1,2,SILVER,964
8990,15687558,Mault,640,Germany,Female,31,10,118613.34,1,1,0,168469.65,0,0,3,DIAMOND,573
3581,15634359,Dyer,639,Germany,Female,41,5,98635.77,1,1,0,199970.74,0,0,3,PLATINUM,391
6020,15697045,Pisani,726,Spain,Female,35,9,0.0,2,0,1,100556.98,0,0,3,PLATINUM,761
5620,15648951,Kao,785,Spain,Male,41,7,0.0,2,1,1,199108.88,0,0,5,SILVER,681
6817,15662243,Taylor,559,France,Male,50,5,162702.35,1,0,0,150548.5,1,1,3,DIAMOND,815
8699,15709135,Pirozzi,691,Germany,Male,30,7,101231.77,2,0,0,156529.44,0,0,2,GOLD,368
2986,15631912,T'ao,840,France,Male,30,8,136291.71,1,1,0,54113.38,0,0,3,PLATINUM,938
755,15685997,Azubuike,838,Spain,Female,39,5,166733.92,2,1,0,14279.44,0,0,2,DIAMOND,917
7513,15631267,Lu,641,France,Male,50,6,153590.73,2,1,1,130910.78,0,0,4,SILVER,656
766,15812351,Beluchi,710,Spain,Female,27,2,135277.96,1,1,0,142200.15,0,0,4,SILVER,314
3962,15610781,Watt,702,France,Female,29,10,88378.6,1,1,0,88550.28,0,0,3,PLATINUM,596
9757,15662698,Ko,648,Spain,Female,43,7,81153.82,1,1,1,144532.85,1,1,5,PLATINUM,890
8997,15578156,Anenechukwu,615,Spain,Male,32,5,138521.83,1,1,1,56897.1,0,0,3,SILVER,777
6073,15803908,Fu,628,France,Male,45,9,0.0,2,1,1,96862.56,0,0,1,GOLD,429
5219,15781505,Giordano,685,France,Male,20,4,104719.94,2,1,0,38691.34,0,0,5,DIAMOND,909
8482,15747558,Bryant,729,Spain,Female,38,10,0.0,2,1,0,189727.12,0,0,1,PLATINUM,975
6625,15811036,Ferri,565,France,Male,46,7,135369.71,1,0,1,140130.22,0,0,1,DIAMOND,829
9527,15665521,Chiazagomekpele,642,Germany,Male,18,5,111183.53,2,0,1,10063.75,0,0,5,GOLD,642
8816,15710034,T'ao,637,Germany,Male,43,1,135645.29,2,0,1,101382.86,1,1,5,GOLD,823
7940,15761717,Ch'ien,720,France,Male,26,10,51962.91,2,1,0,45507.24,0,0,1,PLATINUM,476
5032,15680517,Sal,769,Germany,Female,34,7,137239.17,1,1,1,71379.92,1,1,2,SILVER,485
7915,15777179,Ellis,687,France,Male,35,9,0.0,2,0,1,73133.82,0,0,5,PLATINUM,900
7841,15611756,Chapman,537,Germany,Female,47,4,124192.28,2,1,1,50881.51,0,0,5,SILVER,666
4770,15770345,Kovaleva,559,Spain,Female,31,1,139183.06,1,0,1,143360.56,0,0,1,DIAMOND,529
8404,15707219,Hopman,844,France,Female,28,4,0.0,2,0,1,123318.37,0,0,4,PLATINUM,302
600,15714939,Fallaci,484,Germany,Female,34,4,148249.54,1,0,1,33738.27,0,0,3,DIAMOND,774
1693,15809006,Walker,602,France,Male,23,7,113758.48,2,0,0,84077.6,0,0,4,DIAMOND,719
2049,15771702,Roberts,567,France,Female,35,5,166118.45,2,1,0,127827.18,0,0,4,GOLD,239
5418,15662245,Pomeroy,588,France,Male,32,1,0.0,2,1,1,8763.87,0,0,1,PLATINUM,824
6256,15589017,Chiu,547,Germany,Male,55,4,111362.76,3,1,0,16922.28,1,1,1,DIAMOND,579
4266,15810454,Reed,709,France,Male,32,4,147307.91,1,0,1,40861.55,0,0,4,PLATINUM,556
4079,15690440,Stiles,656,Spain,Male,47,1,0.0,2,1,1,197961.93,0,0,5,SILVER,402
1790,15773017,Todd,763,Spain,Female,37,6,0.0,2,1,1,149705.25,0,0,5,SILVER,799
3230,15589715,Fulks,584,France,Female,66,5,0.0,1,1,0,49553.38,1,1,4,GOLD,770
3812,15589428,Tomlinson,756,France,Female,42,9,0.0,2,1,0,35673.42,0,0,2,DIAMOND,752
8249,15778049,Wyatt,633,Germany,Male,29,6,117412.35,1,0,0,30338.94,0,0,4,SILVER,341
3586,15741745,Lane,757,France,Male,28,7,120911.75,2,1,1,131249.46,0,0,1,SILVER,411
110,15744689,T'ang,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,1,3,DIAMOND,328
6343,15704340,Fu,581,France,Female,37,10,104255.03,1,1,0,86609.37,0,0,2,DIAMOND,559
4405,15766166,Folliero,604,Spain,Male,43,2,145081.72,1,1,1,23881.62,0,0,2,DIAMOND,852
5947,15683118,Rechner,590,France,Male,32,9,0.0,2,1,0,138889.15,0,0,1,SILVER,452
1427,15710206,Larson,591,France,Female,39,4,150500.64,1,1,0,14928.8,0,0,1,DIAMOND,733
7042,15753591,He,438,France,Male,38,2,0.0,2,1,0,136859.55,0,0,5,SILVER,416
1627,15588248,Hs?,617,France,Female,28,0,0.0,2,1,1,7597.83,1,1,3,SILVER,922
5973,15623499,Holman,548,Germany,Male,49,9,108437.89,1,0,0,127022.87,1,1,1,GOLD,416
867,15808017,Cary,545,France,Male,38,1,88293.13,2,1,1,24302.95,0,0,3,GOLD,331
325,15682757,Pardey,734,France,Male,30,3,0.0,2,1,0,107640.25,0,0,4,DIAMOND,245
8199,15733888,Sells,668,Spain,Female,36,3,133686.52,1,1,0,190958.48,1,1,3,DIAMOND,668
8135,15761783,Shah,577,France,Male,41,6,0.0,1,1,1,167621.18,0,0,2,DIAMOND,545
2664,15717898,Bruce,542,Spain,Male,32,2,131945.94,1,0,1,159737.56,0,0,3,SILVER,406
7488,15785367,McGuffog,651,France,Female,56,4,0.0,1,0,0,84383.22,1,1,1,PLATINUM,517
801,15747542,Perez,605,France,Male,52,7,0.0,2,1,1,173952.5,0,0,3,PLATINUM,435
4075,15609676,Nkemakonam,718,France,Female,35,2,167924.95,1,1,0,43024.64,0,0,2,SILVER,317
2440,15586976,Alexeeva,566,France,Female,42,6,0.0,1,1,0,180702.12,1,1,3,GOLD,420
2765,15597265,Mao,660,France,Male,38,7,0.0,2,0,1,146585.53,0,0,2,GOLD,780
8213,15621004,Chukwuhaenye,603,France,Male,32,7,0.0,1,1,0,198055.94,1,1,3,SILVER,642
3332,15574122,Tien,817,France,Male,34,5,129278.43,1,0,0,165562.84,0,0,1,DIAMOND,703
1430,15626485,Lu,601,France,Female,26,8,78892.23,1,1,1,23703.52,0,0,1,SILVER,876
3745,15718507,Su,647,Germany,Male,37,3,116509.99,1,1,1,149517.71,1,1,1,GOLD,529
4386,15605375,Tseng,651,France,Male,35,2,86911.8,1,1,0,174094.24,0,0,5,PLATINUM,849
6254,15675337,Forbes,395,Germany,Female,34,5,106011.59,1,1,1,17376.57,1,1,3,GOLD,549
3039,15807909,Rubensohn,744,France,Male,47,9,0.0,2,1,0,113163.17,0,0,2,PLATINUM,743
2318,15627212,Smith,630,France,Female,36,2,110414.48,1,1,1,48984.95,0,0,3,SILVER,882
8511,15769353,Jenkins,550,France,Female,40,8,150490.32,1,0,0,166468.21,1,1,4,DIAMOND,572
5998,15583033,Huguley,640,France,Female,20,4,0.0,2,0,1,78310.82,0,0,5,SILVER,670
4157,15599452,Conti,605,Germany,Female,43,8,125338.8,2,1,0,23970.13,0,0,2,SILVER,998
3314,15638988,Fu,684,France,Male,54,6,0.0,2,1,1,94888.6,0,0,3,SILVER,335
5828,15801701,Robson,653,Spain,Male,35,9,0.0,2,1,1,45956.05,0,0,4,GOLD,441
9988,15588839,Mancini,606,Spain,Male,30,8,180307.73,2,1,1,1914.41,0,0,3,SILVER,567
8483,15756655,Madukaife,632,France,Female,34,2,0.0,2,0,0,165385.55,0,0,4,SILVER,521
3770,15663263,Collins,698,France,Male,47,5,156265.31,2,0,0,1055.66,0,0,1,SILVER,630
3327,15799626,Donaghy,637,Germany,Male,50,4,126345.55,1,0,1,17323.0,1,1,3,PLATINUM,683
1498,15694296,Chineze,631,France,Male,35,9,112392.45,2,1,0,24472.23,0,0,2,DIAMOND,549
4523,15705309,Yuriev,629,Spain,Male,39,5,0.0,2,0,0,116748.14,0,0,5,GOLD,839
9818,15812611,Lorimer,690,Spain,Female,30,5,0.0,2,0,1,78700.03,0,0,3,SILVER,954
4421,15571261,Toscani,714,Germany,Female,35,6,126077.43,2,1,1,53954.24,0,0,2,DIAMOND,352
3712,15729489,Hyde,762,Germany,Female,34,8,98592.88,1,0,1,191790.29,1,1,3,DIAMOND,279
663,15667215,Chandler,678,France,Male,31,2,0.0,2,1,1,58803.28,0,0,1,DIAMOND,888
9649,15797190,Charlton,608,Germany,Female,40,7,96202.32,1,0,0,161154.85,0,0,5,SILVER,822
6161,15706128,Zhdanov,632,France,Female,21,1,0.0,2,1,0,84008.66,0,0,4,SILVER,948
1295,15584363,Longstaff,824,France,Male,30,0,133634.02,1,1,1,162053.92,0,0,1,PLATINUM,977
1898,15735428,Talbot,673,Spain,Female,37,0,0.0,2,0,0,82351.06,0,0,1,PLATINUM,602
9628,15689322,Bevan,641,Spain,Male,31,3,153316.14,1,1,0,59927.99,0,0,4,DIAMOND,667
4332,15789714,Semmens,691,Spain,Male,21,3,103000.94,1,1,1,104648.58,0,0,3,SILVER,346
8458,15749688,Lu,541,France,Male,32,8,0.0,2,0,0,40889.14,0,0,5,PLATINUM,725
6802,15776947,Ugorji,637,Spain,Male,43,8,0.0,1,1,0,12156.93,1,1,5,DIAMOND,317
1482,15583748,McGuigan,592,Spain,Male,38,8,0.0,2,1,0,180426.2,0,0,2,GOLD,588
1954,15675190,Chia,623,France,Male,21,10,0.0,2,0,1,135851.3,0,0,2,PLATINUM,285
262,15673481,Morton,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0,0,4,DIAMOND,901
9525,15739847,Sadlier,850,Germany,Male,38,5,146756.68,1,1,0,78268.61,0,0,2,GOLD,364
2726,15597951,Muir,471,France,Female,58,4,114713.57,1,1,1,36315.03,0,0,1,PLATINUM,904
81,15706021,Buley,665,France,Female,34,1,96645.54,2,0,0,171413.66,0,0,3,DIAMOND,798
1154,15669899,Fitts,755,Germany,Female,45,7,135643.0,1,0,0,143619.52,1,1,3,PLATINUM,265
2809,15615991,Udegbulam,654,France,Male,42,7,99263.09,1,1,1,67607.9,0,0,3,SILVER,911
8412,15719479,Chukwuhaenye,619,Spain,Female,56,7,0.0,2,1,1,42442.21,0,0,1,PLATINUM,652
1565,15742613,Warner,773,Germany,Female,42,8,152324.66,2,1,0,171733.22,0,0,4,GOLD,628
7734,15596013,Akhtar,694,Germany,Female,58,1,143212.22,1,0,0,102628.56,1,1,4,DIAMOND,323
8207,15572415,Preston,580,France,Male,34,6,0.0,2,1,1,160095.31,0,0,5,DIAMOND,721
7148,15712877,Morley,724,Spain,Male,36,1,0.0,2,1,0,52462.25,0,0,3,GOLD,660
9784,15680430,Ajuluchukwu,601,Germany,Female,49,4,96252.98,2,1,0,104263.82,0,0,4,GOLD,390
4298,15778149,Connolly,538,Spain,Male,68,9,0.0,2,1,0,110440.5,1,1,3,SILVER,252
9942,15676869,T'ien,657,Spain,Male,36,8,0.0,2,0,1,123866.43,0,0,4,DIAMOND,932
5033,15750569,Iweobiegbunam,684,Germany,Female,46,3,102955.14,2,1,0,154137.33,0,0,2,PLATINUM,986
4396,15790324,Green,660,France,Female,20,6,167685.56,1,1,0,57929.9,0,0,5,DIAMOND,345
474,15681705,Fanucci,785,France,Male,28,8,0.0,2,1,0,77231.27,0,0,2,SILVER,937
1250,15803681,Sims,803,France,Female,26,4,0.0,2,1,1,181208.47,0,0,2,DIAMOND,1000
4635,15583353,Floyd,610,Spain,Female,45,3,0.0,1,1,0,38276.84,1,1,2,DIAMOND,589
7455,15627365,Calabresi,732,France,Male,46,0,0.0,2,1,1,184350.78,0,0,3,DIAMOND,461
2266,15734628,Lysaght,623,France,Female,35,5,0.0,2,1,0,101192.08,0,0,2,DIAMOND,311
118,15698028,Duncan,506,France,Female,41,1,0.0,2,1,0,31766.3,0,0,4,GOLD,594
3078,15673367,Humffray,587,Germany,Male,33,6,132603.36,1,1,0,55775.72,0,0,1,SILVER,479
8189,15623314,Tucker,506,Germany,Female,59,3,190353.08,1,1,0,78365.75,0,0,4,PLATINUM,797
3556,15629094,Fomin,528,France,Female,36,1,156948.41,1,1,1,149912.28,1,1,2,GOLD,711
8103,15758252,Toscano,561,Germany,Female,45,2,168085.38,2,0,1,115719.08,0,0,4,GOLD,998
9727,15662494,Goliwe,773,Spain,Male,43,7,138150.57,1,1,1,177357.16,0,0,2,SILVER,936
2733,15592816,Udokamma,623,Germany,Female,48,1,108076.33,1,1,0,118855.26,1,1,3,PLATINUM,223
3143,15586996,Azikiwe,697,France,Female,76,7,0.0,2,0,1,188772.45,0,0,3,DIAMOND,733
8440,15692931,Hsing,670,France,Male,22,2,114991.45,1,1,1,37392.56,0,0,1,DIAMOND,997
5319,15708046,Knowles,744,Spain,Male,31,0,117551.23,1,1,0,158958.9,0,0,3,PLATINUM,633
